group,worker_id,chat_input,chat_response,chat_bot_type
jugglechat,5f8a5209a63a2e113f515fc3,How is Covid 19 spread,there is no evidence to support transmission of COVID-19 through imported goods,qa
jugglechat,5f2b37b5b986da5611f70e76,Is there a vaccine,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5cbd10b31e31d600180cb542,can you have covid twice,"COVID-19 is a new coronavirus that we have not seen previously; it is not the same as the flu or common cold. Coronaviruses are types of viruses that cause illnesses. These include the common cold, flu, to more severe diseases like Middle East Respiratory Syndrom (MERs-CoV) and Severe Acute Respiratory Syndrome (SARS-CoV).   [[Would you like to know more about COVID-19 symptoms?]]",faq
jugglechat,5f2bd1c5f401406864b69ea4,is there a cure,"Efforts to develop a vaccine are already underway. As yet, there is no vaccine available, however.. ",faq
jugglechat,5f95953c6235723f9ee7441b,This study is about covid 19 pandemic situattion. But as the previous instruction where are 5 question,this is posisble,qa
jugglechat,577d1216b425c40001434b2f,How can I avoid catching the virus,"Older adults (people over the age of 65), those who live in nursing homes or long term care facilities, people who have underlying medical conditions (e.g. chronic lung disease, asthma, diabetes, sickle cell anemia, weakened immune system, chemotherapy, liver cirrhosis, etc), pregnant people, and incarcerated populations.",faq
jugglechat,5f8a5209a63a2e113f515fc3,Are most covid cases fatal,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5d1bf643f18c6c00187def44,What more do I need to know about COVID-19,"If you have developed symptoms like fever, cough, and/or difficulty breathing, and you have been in close contact with a person known to have COVID-19, or they have recently traveled to an area with ongoing spread of COVID-19, yes. Stay home and call your health care provider. Older patients and individuals who have severe underlying medical conditions should contact their healthcare providers earlier, even if the illness seems mild. If your symptoms are severe - like you are having persistent pain/pressure in chest, new confusion or inability to arouse, or bluish lips or face, contact healthcare provider or go to the emergency room - it is important to seek care immediately. Your doctor will determine if you have symptoms of COVID-19 and whether you should be tested?",faq
jugglechat,5f2b37b5b986da5611f70e76,What are the symptoms,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5f95953c6235723f9ee7441b,yeah i know,"Reported illnesses have ranged from mild symptoms to severe illness and death from confirmed COVID-19 cases. Confirmed means that these people were tested positive for COVID-19. These are the symptoms that can appear 2 to 14 days after exposure: fever, cough, shortness of breath, pneumonia in both lungs. Those who are infected with COVID-19 may also have little to no symptoms.   However, if you're experiencing difficulty breathing or shortness of breath, persistent pain or pressure in the chest, new confusion or inability to arouse, and/or bluish lips or face - please seek medical attention immediately. This is not an all inclusive list - if you are experiencing symptoms that are severe or concerning, talk to your medical provider.",faq
jugglechat,5f7627b46c029a08e8ca87a1,"Hello. Okay, your story is clear.",decided on a case-by-case basis,qa
jugglechat,5ad2260ddfe710000183b5de,do pets pose a risk,imported animals or animal products pose a risk,qa
jugglechat,58f0aaf652ac63000154a804,why does the virus get worse in the winter ,"Yes. It is actively spreading person to person. The CDC recommends that those who have COVID-19 are isolated either at a hospital or at home, depending on how sick they are, until they are no longer at risk of infecting others.",faq
jugglechat,5d1bf643f18c6c00187def44,What are the current mask-wearing guidelines,There is a potential risk of infection with improper mask use and disposal,qa
